record_key,doi,title,publication_year,record_type,families,screening_priority,title_priority_score,priority_reasons,source_type_bucket,source_type_next_action
doi:10.1071/zo9930441,10.1071/zo9930441,"The Life-History of Badumna-Candida (Araneae, Amaurobioidea)",1993,article,antagonist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1071/bt9930591,10.1071/bt9930591,"The Reproductive Ecology of Canavalia rosea (Fabaceae) on Anak Krakatau, Indonesia",1993,article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.2307/1938727,10.2307/1938727,A Bite is a Bite is a Bite? Constraints on Response to Folivory in Piper Arieianum (Piperaceae),1992,article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.2307/2996913,10.2307/2996913,Reproductive Biology of Asimina parviflora (Annonaceae),1992,article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1086/297040,10.1086/297040,Self- and Cross-Fertilization in Plants. I. Functional Dimensions,1992,article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1002/j.1537-2197.1991.tb15748.x,10.1002/j.1537-2197.1991.tb15748.x,AN EXPERIMENTAL TEST FOR REPRODUCTIVE INTERACTIONS BETWEEN TWO SEQUENTIALLY BLOOMING SAXIFRAGA SPECIES (SAXIFRAGACEAE),1991,article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.2307/2445244,10.2307/2445244,An Experimental Test for Reproductive Interactions between Two Sequentially Blooming Saxifraga Species (Saxifragaceae),1991,article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1002/j.1537-2197.1991.tb12611.x,10.1002/j.1537-2197.1991.tb12611.x,EXPERIMENTAL ASSESSMENT OF REPRODUCTIVE INTERACTIONS BETWEEN SYMPATRIC ASTER AND ERIGERON (ASTERACEAE) IN INTERIOR ALASKA,1991,article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.11501/3059222,10.11501/3059222,Effects of snow-melt timing on plant life in an alpine snow-bed,1991,article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.2307/2445283,10.2307/2445283,Experimental Assessment of Reproductive Interactions Between Sympatric Aster and Erigeron (Asteraceae) in Interior Alaska,1991,article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1007/bf00025995,10.1007/bf00025995,"Factors affecting contributions of the tadpole shrimp, Lepidurus packardi, to its oversummering egg reserves",1991,article,antagonist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1111/j.1558-5646.1991.tb04413.x,10.1111/j.1558-5646.1991.tb04413.x,GENE FLOW IN CHAMAECRISTA FASCICULATA (LEGUMINOSAE) I. GENE DISPERSAL.,1991,Journal Article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1086/285142,10.1086/285142,Habitat Selection in Plants,1991,article,antagonist;mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1080/01140671.1991.10422871,10.1080/01140671.1991.10422871,Observations on self‐fertile clones of kiwifruit,1991,article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1111/j.1600-0587.1991.tb00660.x,10.1111/j.1600-0587.1991.tb00660.x,Operation of dichogamy and herkogamy in five taxa of Pulsatilla,1991,article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.2307/2404590,10.2307/2404590,Population Biology. Ecological and Evolutionary Viewpoints.,1991,article,antagonist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.2307/2388683,10.2307/2388683,Reproductive Biology of the Palm Acrocomia aculeata in Central Brazil,1991,article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1111/j.1095-8339.1991.tb02289.x,10.1111/j.1095-8339.1991.tb02289.x,"The reproductive biology of a riparian Mediterranean shrub, Nerium oleander L. (Apocynaceae)",1991,article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.7146/mogbiosci.v34.142448,10.7146/mogbiosci.v34.142448,"A quantitative approach to the sexual reproductive biology and population structure in some arctic flowering plants: Dryas integrifolia, Silene acaulis and Ranunculus nivalis",1990,article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1017/s0021859600070970,10.1017/s0021859600070970,Effects of applied plant growth substances on pod set in broad beans (Vicia faba var. major),1990,article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.2307/2260965,10.2307/2260965,Plant Reproductive Ecology: Patterns and Strategies.,1990,article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1002/j.1537-2197.1990.tb11378.x,10.1002/j.1537-2197.1990.tb11378.x,REPRODUCTIVE BIOLOGY OF A TROPICAL PALM SWAMP COMMUNITY IN THE VENEZUELAN LLANOS,1990,article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.2307/2444587,10.2307/2444587,Reproductive Biology of a Tropical Palm Swamp Community in the Venezuelan Llanos,1990,article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1007/bf00937707,10.1007/bf00937707,Reproductive biology ofPolyalthia littoralis (Annonaceae),1990,article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1071/bt9900217,10.1071/bt9900217,The Breeding Systems of Stylidium graminifolium and Stylidium productum (Stylidiaceae),1990,article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.4039/ent121193-2,10.4039/ent121193-2,"ANALYSIS OF A SIMULATION MODEL OF NORTHERN CORN ROOTWORM, DIABROTICA BARBERI SMITH AND LAWRENCE (COLEOPTERA: CHRYSOMELIDAE), DYNAMICS IN FIELD CORN, WITH IMPLICATIONS FOR POPULATION MANAGEMENT",1989,article,antagonist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1002/j.1537-2197.1989.tb15086.x,10.1002/j.1537-2197.1989.tb15086.x,"SEX EXPRESSION, BREEDING SYSTEM, AND POLLEN BIOLOGY OF RICINOCARPOS PINIFOLIUS: A CASE OF ANDRODIOECY?",1989,article,antagonist;mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1139/z89-337,10.1139/z89-337,"Seasonal biology of Winthemia fumiferanae Toth. (Diptera: Tachinidae), a larval–pupal parasitoid of the spruce budworm (Lepidoptera: Tortricidae)",1989,article,antagonist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.2307/2444527,10.2307/2444527,"Sex Expression, Breeding System, and Pollen Biology of Ricinocarpos pinifolius: A Case of Androdioecy?",1989,article,antagonist;mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1007/bf00377160,10.1007/bf00377160,"Temporal mechanisms influencing gender expression and pollen flow within a self-incompatible perennial, Amianthium muscaetoxicum (Liliaceae).",1989,Journal Article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1093/aesa/81.1.54,10.1093/aesa/81.1.54,"Contrasts in Reproductive Ecology Between Temperate and Tropical Populations of Jadera haematoloma, a Mate-Guarding Hemipteran (Rhopalidae)",1988,article,antagonist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1111/j.1469-8137.1988.tb03708.x,10.1111/j.1469-8137.1988.tb03708.x,The sensitivity of pollen from various coniferous and broad–leaved trees to combinations of acidity and trace metals,1988,article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1016/s0367-2530(17)30370-5,10.1016/s0367-2530(17)30370-5,Zur Bestäubungsstrategie von Pulsatilla vulgaris Mill11Gefördert von der Deutschen Forschungsgemeinschaft.,1988,article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1111/j.1095-8339.1987.tb01058.x,10.1111/j.1095-8339.1987.tb01058.x,"Floral biology of a primary rain forest palm, Astrocaryum mexicanum Liebm.",1987,article,antagonist;mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1038/hdy.1987.16,10.1038/hdy.1987.16,"Pollen success, functional gender and assortative mating in an experimental plant population",1987,article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.2307/1445672,10.2307/1445672,"Reproductive Ecology of Female Dusky Salamanders, Desmognathus fuscus (Plethodontidae), in the Southern Appalachians",1987,article,antagonist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1007/bf00939181,10.1007/bf00939181,Reproductive biology of the genusDamasonium (Alismataceae),1987,article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.2307/2260419,10.2307/2260419,Seed Bank Dynamics of Four Co-Occurring Banksia Species,1987,article,antagonist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1111/j.1558-5646.1987.tb05869.x,10.1111/j.1558-5646.1987.tb05869.x,THE EFFECT OF INVESTMENT IN ATTRACTIVE STRUCTURES ON ALLOCATION TO MALE AND FEMALE FUNCTIONS IN PLANTS.,1987,Journal Article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1111/j.1095-8339.1987.tb01831.x,10.1111/j.1095-8339.1987.tb01831.x,"The reproductive biology of a distylous tree, Sarcotheca celebica (Oxalidaceae) in Sulawesi, Indonesia",1987,article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.2307/2388484,10.2307/2388484,A Negative Correlation Between Growth and Rainfall in a Tropical Liana,1986,article,antagonist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1139/x86-230,10.1139/x86-230,"Megagametogenesis, fertilization, and embryo development in Larixdecidua",1986,article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1007/bf02861000,10.1007/bf02861000,Sex allocation in functionally hermaphroditic plants: A review and critique,1986,article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1071/bt9850543,10.1071/bt9850543,Analysis of a Hybrid Swarm Between Eucalyptus risdonii Hook. F. And E. amygdalina Labill,1985,article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1093/icb/25.4.1009,10.1093/icb/25.4.1009,Behavioral and Morphological Adaptations by Galapagos Land Iguanas (Conolophus subcristatus) to Water and Energy Requirements of Eggs and Neonates,1985,article,antagonist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.2307/1940530,10.2307/1940530,Coexistence of Five Sympatric Piper (Piperaceae) Species in a Tropical Dry Forest,1985,article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1086/284348,10.1086/284348,The Intrusion of Clonal Growth Patterns on Plant Breeding Systems,1985,article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1111/j.1439-0418.1984.tb02715.x,10.1111/j.1439-0418.1984.tb02715.x,"Distribution, host plants, and reproductive biology of the Sitona humeralis Stephens group of species (Coleoptera, Curculionidae)",1984,article,antagonist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1111/j.1469-7998.1984.tb04288.x,10.1111/j.1469-7998.1984.tb04288.x,"The feeding ecology of a selective browser, the giraffe (Giraffa camelopardalis tippelskirchi)",1984,article,antagonist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.2307/2399071,10.2307/2399071,Variation in Floral Sexuality of Diclinous Aralia (Araliaceae),1984,article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.5962/p.355005,10.5962/p.355005,"An ecological study of Cypripedium passerinum Rich. (Sparrow's Egg Lady-shpper, Orchidaceae) on the north shore of Lake Superior",1983,article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1002/j.1537-2197.1983.tb06431.x,10.1002/j.1537-2197.1983.tb06431.x,COMPARATIVE REPRODUCTIVE BIOLOGY OF ACER PENSYLVANICUM AND A. SPICATUM (ACERACEAE),1983,article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.2307/2442945,10.2307/2442945,Comparative Reproductive Biology of Acer pensylvanicum and A. spicatum (Aceraceae),1983,article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.2307/3808051,10.2307/3808051,Effects of Supplemental Iodine and Season on Thyroid Activity of White-Tailed Deer,1983,article,antagonist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1038/hdy.1983.5,10.1038/hdy.1983.5,Self-incompatibility in ryegrass,1983,article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
titleyear:stabilizing selection on seed size in astragalus leguminosae due to differential predation and differential germination|1983,,Stabilizing selection on seed size in Astragalus (Leguminosae) due to differential predation and differential germination.,1983,article,antagonist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1007/bf00384486,10.1007/bf00384486,"Inflorescence spiders: A cost/benefit analysis for the host plant, Haplopappus venetus Blake (Asteraceae).",1982,Journal Article,antagonist;mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1111/j.1095-8312.1982.tb02026.x,10.1111/j.1095-8312.1982.tb02026.x,The comparative distribution and population dynamics in Trinidad of Sceliphron fistularium (Dahlbom) and S. asiaticum (L.) (Hymenoptera: Sphecidae),1982,article,antagonist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.2307/2388070,10.2307/2388070,"Asclepias, Lantana, and Epidendrum: A Floral Mimicry Complex?",1981,article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1111/j.1469-8137.1981.tb01732.x,10.1111/j.1469-8137.1981.tb01732.x,THE REPRODUCTIVE BIOLOGY OF ASCLEPIAS TUBEROSA,1981,article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1086/283544,10.1086/283544,On Reconciling Patchy Microspatial Distributions with Competition Models,1980,article,antagonist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1139/b80-010,10.1139/b80-010,Variation in seed characters in populations of Vaccinium § Cyanococcus (the Blueberries) in relation to latitude,1980,article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1111/j.1096-3642.1979.tb01911.x,10.1111/j.1096-3642.1979.tb01911.x,A contribution to the study of species relations within the chrysomelid genus Altica Müller in Britain,1979,article,antagonist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.2307/4190,10.2307/4190,"An Analysis of the Generation-Mean Life Table of the Mosquito, Culex tritaeniorhynchus summorosus, with Particular Reference to Population Regulation",1979,article,antagonist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1007/bf00344833,10.1007/bf00344833,Maintenance of species integrity in sympatrically occurring Rhinanthus minor and R. serotinus in The Netherlands.,1979,Journal Article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1080/00221589.1979.11514850,10.1080/00221589.1979.11514850,Pollen application by mechanical dusting in English Apple Orchards,1979,article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1007/bf00263049,10.1007/bf00263049,Reproductive system and pattern of genetic variation in two Limnanthes species.,1979,Journal Article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
titleyear:the reproductive biology of cyrtandra grandiflora gesneriaceae on oahu|1979,,The Reproductive Biology of Cyrtandra grandiflora (Gesneriaceae) on Oahu,1979,article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.2307/1936379,10.2307/1936379,Flowering Ecology of Some Spring Woodland Herbs,1978,article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1007/bf00349811,10.1007/bf00349811,Interspecific pollen transfer and competition between co-occurring plant species.,1978,Journal Article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1007/bf00281917,10.1007/bf00281917,Genetic and biosystematic studies on two new sibling species of Lycopersicon from interandean Perú.,1976,Journal Article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1080/21686351.1976.12278573,10.1080/21686351.1976.12278573,Les Diptères des Savanes Tropicales Préforestières de Lamto (Cote-d'Ivoire) II. — Peuplement de Bombyliidae et Description de Quatre Espèces Nouvelles,1976,article,antagonist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1007/bf00582894,10.1007/bf00582894,"Natural food requirements of the large milkweed bug,Oncopeltus fasciatus (Hemiptera: Lygaeidae), and their relation to gregariousness and host plant morphology.",1976,Journal Article,antagonist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1007/bf02371658,10.1007/bf02371658,Biologie du prédateur aphidiphageEumicromus angulatus [Neur.: Hemerobiidae]: Études au laboratoire et observations dans le sud-ouest de la France,1975,article,antagonist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1086/336792,10.1086/336792,Introgression between Agropyron dasystachyum and A. trachycaulum,1975,article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.2307/2989798,10.2307/2989798,Sugar Concentrations in Nectars from Hummingbird Flowers,1975,article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
titleyear:effects of alar on almonds delayed flowering shorter shoots|1970,,Effects of Alar on almonds… delayed flowering… shorter shoots,1970,article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1038/hdy.1970.66,10.1038/hdy.1970.66,Genotype-environment interaction and developmental regulation in Arabidopsis thaliana I. Inbred lines; description,1970,article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1139/z68-059,10.1139/z68-059,Cytological changes in the developing ovary of the house fly fed milk and other diets,1968,article,antagonist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.2307/1934487,10.2307/1934487,The Effects of an Acute Insecticide Stress on a Semi‐Enclosed Grassland Ecosystem,1968,article,antagonist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1093/aesa/60.3.496,10.1093/aesa/60.3.496,"Biology of Graminella nigrifrons (Homoptera: Cicadellidae), a Vector of Corn (Maize) Stunt Virus1",1967,article,antagonist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1007/bf00710615,10.1007/bf00710615,Some aspects of fruit genetics in Britain,1962,article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1086/282173,10.1086/282173,Experimental Sympatric Populations of Clarkia,1961,article,mutualist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
titleyear:an analysis of reproductive behavior in the mouthbreeding cichlid fish tilapia macrocephala bleeker|1949,,"An analysis of reproductive behavior in the mouthbreeding cichlid fish, Tilapia macrocephala (Bleeker).",1949,Journal Article,antagonist,P3,1,published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1079/9781800627628.0009,10.1079/9781800627628.0009,"Flowering, Pollination and Fruit Set",2025,book-chapter,mutualist,P3,4,identified_partner_title;final_reproduction_title;nonprimary_source_type,other_source_type,manual_source_type_and_biological_screen
doi:10.21273/hortsci12852-18,10.21273/hortsci12852-18,Supplemental and Synchronized Pollination May Increase Yield in Cacao,2019,supplementary-materials,mutualist,P3,4,timing_title;identified_partner_title,other_source_type,manual_source_type_and_biological_screen
doi:10.1201/9780203740071-17,10.1201/9780203740071-17,Pollinators and Seed Production,2017,book-chapter,mutualist,P3,4,identified_partner_title;final_reproduction_title;nonprimary_source_type,other_source_type,manual_source_type_and_biological_screen
doi:10.1201/9781315365084-11,10.1201/9781315365084-11,Plant Responses to Elevated Temperatures: A Field Study on Phenological Sensitivity and Fitness Responses to Simulated Climate Warming,2016,book-chapter,mutualist,P3,4,timing_title;final_reproduction_title;nonprimary_source_type,other_source_type,manual_source_type_and_biological_screen
doi:10.1007/978-1-4612-2240-8_8,10.1007/978-1-4612-2240-8_8,Phenology and Reproductive Success in Arctic Plants: Susceptibility to Climate Change,1997,book-chapter,mutualist,P3,4,timing_title;final_reproduction_title;nonprimary_source_type,other_source_type,manual_source_type_and_biological_screen
doi:10.6084/m9.figshare.c.4955039.v1,10.6084/m9.figshare.c.4955039.v1,"Supplementary material from ""Frequency-dependent fitness and reproductive dynamics contribute to habitat segregation in sympatric Jewelflowers""",2020,supplementary-materials,mutualist,P3,3,final_reproduction_title,other_source_type,manual_source_type_and_biological_screen
doi:10.1007/978-4-431-55954-2_3,10.1007/978-4-431-55954-2_3,Landscape Structure of Flowering Phenology in Alpine Ecosystems: Significance of Plant–Pollinator Interactions and Evolutionary Aspects,2016,book-chapter,mutualist,P3,3,timing_title;identified_partner_title;nonprimary_source_type,other_source_type,manual_source_type_and_biological_screen
doi:10.1201/b18713-16,10.1201/b18713-16,Urbanization Affects Plant Flowering Phenology And Pollinator Community: Effects Of Water Availability And Land Cover,2015,book-chapter,mutualist,P3,3,timing_title;identified_partner_title;nonprimary_source_type,other_source_type,manual_source_type_and_biological_screen
doi:10.1017/cbo9781139048170.013,10.1017/cbo9781139048170.013,Roles of pollinator attraction and environmental fluctuation in inducing flowering synchrony,2013,book-chapter,mutualist,P3,3,timing_title;identified_partner_title;nonprimary_source_type,other_source_type,manual_source_type_and_biological_screen
doi:10.1007/s11258-010-9882-y,10.1007/s11258-010-9882-y,Plant–pollinator interactions between an invasive and native plant vary between sites with different flowering phenology,2010,book-chapter,mutualist,P3,3,timing_title;identified_partner_title;nonprimary_source_type,other_source_type,manual_source_type_and_biological_screen
doi:10.1525/california/9780520223097.003.0002,10.1525/california/9780520223097.003.0002,Flowering Phenology and Pollination Systems Diversity in the Seasonal Dry Forest,2004,book-chapter,mutualist,P3,3,timing_title;identified_partner_title;nonprimary_source_type,other_source_type,manual_source_type_and_biological_screen
doi:10.1093/oso/9780195063943.003.0008,10.1093/oso/9780195063943.003.0008,"Nectar Production, Flowering Phenology, and Strategies for Pollination",1990,book-chapter,mutualist,P3,3,timing_title;identified_partner_title;nonprimary_source_type,other_source_type,manual_source_type_and_biological_screen
doi:10.5281/zenodo.14284297,10.5281/zenodo.14284297,Data and code from: Environmental drivers of metapopulation dynamics throughout the full annual cycle in a declining Arctic-nesting migratory herbivore,2026,software,antagonist,P3,2,identified_partner_title,other_source_type,manual_source_type_and_biological_screen
doi:10.5281/zenodo.14284298,10.5281/zenodo.14284298,Data and code from: Environmental drivers of metapopulation dynamics throughout the full annual cycle in a declining Arctic-nesting migratory herbivore,2026,software,antagonist,P3,2,identified_partner_title,other_source_type,manual_source_type_and_biological_screen
doi:10.1007/978-3-032-29477-7_2,10.1007/978-3-032-29477-7_2,Impact of Variation in Temperature on Plant Reproduction and Growth,2026,book-chapter,mutualist,P3,2,final_reproduction_title;nonprimary_source_type,other_source_type,manual_source_type_and_biological_screen
titleyear:simultaneous warming disrupts plant pollinator mutualisms|2023,,Simultaneous warming disrupts plant-pollinator mutualisms,2023,other,mutualist,P3,2,identified_partner_title,other_source_type,manual_source_type_and_biological_screen
doi:10.1093/oso/9780198835141.003.0006,10.1093/oso/9780198835141.003.0006,Plant reproduction,2020,book-chapter,mutualist,P3,2,final_reproduction_title;nonprimary_source_type,other_source_type,manual_source_type_and_biological_screen
doi:10.6084/m9.figshare.c.5036333,10.6084/m9.figshare.c.5036333,"Supplementary material from ""Community-level reorganizations following migratory pollinator dynamics along a latitudinal gradient""",2020,supplementary-materials,mutualist,P3,2,identified_partner_title,other_source_type,manual_source_type_and_biological_screen
doi:10.7490/f1000research.1114840.1,10.7490/f1000research.1114840.1,Pollinator-mediated interactions in experimental arrays vary with neighbor identity,2017,other,mutualist,P3,2,identified_partner_title,other_source_type,manual_source_type_and_biological_screen
doi:10.1093/acprof:oso/9780199639656.003.0005,10.1093/acprof:oso/9780199639656.003.0005,Reproduction and Population Genetics,2016,book-chapter,mutualist,P3,2,final_reproduction_title;nonprimary_source_type,other_source_type,manual_source_type_and_biological_screen
doi:10.6084/m9.figshare.c.3469893.v1,10.6084/m9.figshare.c.3469893.v1,"Supplementary material from ""One fly to rule them all—muscid flies are the key pollinators in the Arctic""",2016,supplementary-materials,mutualist,P3,2,identified_partner_title,other_source_type,manual_source_type_and_biological_screen
doi:10.1016/b978-0-12-405942-9.00002-5,10.1016/b978-0-12-405942-9.00002-5,Impacts of Changing Climate and Climate Variability on Seed Production and Seed Industry,2012,book-chapter,mutualist,P3,2,final_reproduction_title;nonprimary_source_type,other_source_type,manual_source_type_and_biological_screen
titleyear:comparing insect herbivory between native and invasive senecio species in ne spain a test for the host switching hypothesis|2011,,Comparing insect herbivory between native and invasive Senecio species in NE Spain: a test for the Host Switching hypothesis,2011,other,antagonist,P3,2,identified_partner_title,other_source_type,manual_source_type_and_biological_screen
doi:10.1007/978-94-007-0632-3_27,10.1007/978-94-007-0632-3_27,Timing of Reproduction in Large Mammals,2003,book-chapter,antagonist,P3,2,final_reproduction_title;nonprimary_source_type,other_source_type,manual_source_type_and_biological_screen
doi:10.5281/zenodo.20055535,10.5281/zenodo.20055535,Ecological Consequences of Climate Change on Beneficial (Bumblebees) and Pest Insects (Fruit fly),2026,book-chapter,mutualist,P3,1,identified_partner_title;nonprimary_source_type,other_source_type,manual_source_type_and_biological_screen
doi:10.5281/zenodo.20055536,10.5281/zenodo.20055536,Ecological Consequences of Climate Change on Beneficial (Bumblebees) and Pest Insects (Fruit fly),2026,book-chapter,mutualist,P3,1,identified_partner_title;nonprimary_source_type,other_source_type,manual_source_type_and_biological_screen
doi:10.1007/978-981-92-0096-2_5,10.1007/978-981-92-0096-2_5,Pollination Ecology and Conservation Perspectives on Orchid Species in the Western Himalayan Landscape,2026,book-chapter,mutualist,P3,1,identified_partner_title;nonprimary_source_type,other_source_type,manual_source_type_and_biological_screen
doi:10.9734/bpi/ahrtsd/v2/8012,10.9734/bpi/ahrtsd/v2/8012,"Pollination Under Climate Change: Reproductive Resilience, Floral Traits and Precision Pollination Technologies in Fruit and Vegetable Crops",2026,book-chapter,mutualist,P3,1,identified_partner_title;nonprimary_source_type,other_source_type,manual_source_type_and_biological_screen
doi:10.1007/978-981-95-3592-7_9,10.1007/978-981-95-3592-7_9,The Pulse of Pollination: Bees and Their Role in Plant Reproductive Rhythms,2026,book-chapter,mutualist,P3,1,identified_partner_title;nonprimary_source_type,other_source_type,manual_source_type_and_biological_screen
doi:10.1007/978-981-95-0359-9_5,10.1007/978-981-95-0359-9_5,Climate Change and Threat to Pollinators,2025,book-chapter,mutualist,P3,1,identified_partner_title;nonprimary_source_type,other_source_type,manual_source_type_and_biological_screen
doi:10.1201/9781003516538-9,10.1201/9781003516538-9,Threats to Pollinators and Agricultural Systems,2025,book-chapter,mutualist,P3,1,identified_partner_title;nonprimary_source_type,other_source_type,manual_source_type_and_biological_screen
doi:10.1093/oso/9780192864161.003.0013,10.1093/oso/9780192864161.003.0013,Impacts of climate change on insect pollinators and consequences for their ecological function,2024,book-chapter,mutualist,P3,1,identified_partner_title;nonprimary_source_type,other_source_type,manual_source_type_and_biological_screen
doi:10.1201/9781003382089-11,10.1201/9781003382089-11,Effect of Climate Change on Insect Pollinator,2023,book-chapter,mutualist,P3,1,identified_partner_title;nonprimary_source_type,other_source_type,manual_source_type_and_biological_screen
